========================================
FPGA-FRIENDLY NETWORK (256-128-64)
Enhanced with lagged features & time index
========================================

Input features: 21 (lag=20 + time index)
Samples after lagging: 116381
Data split: Train=81466, Val=17457, Test=17458

Training Configuration:
  Optimizer: SGDM (momentum 0.9)
  Max epochs: 800
  L2 regularization: 0.0001

=== Starting Training ===
Training on single CPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     421 |       33210 |       00:08:22 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     421 |       33240 |       00:08:22 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     422 |       33270 |       00:08:22 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     422 |       33300 |       00:08:23 |         0.06 |         0.06 |       0.0016 |       0.0017 |          0.0025 |
|     422 |       33330 |       00:08:23 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     423 |       33360 |       00:08:24 |         0.05 |         0.06 |       0.0014 |       0.0017 |          0.0025 |
|     423 |       33390 |       00:08:24 |         0.06 |         0.06 |       0.0017 |       0.0017 |          0.0025 |
|     424 |       33420 |       00:08:25 |         0.06 |         0.06 |       0.0017 |       0.0017 |          0.0025 |
|     424 |       33450 |       00:08:25 |         0.06 |         0.06 |       0.0016 |       0.0017 |          0.0025 |
|     424 |       33480 |       00:08:26 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     425 |       33510 |       00:08:26 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     425 |       33540 |       00:08:26 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     425 |       33570 |       00:08:27 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     426 |       33600 |       00:08:27 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     426 |       33630 |       00:08:28 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     427 |       33660 |       00:08:28 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     427 |       33690 |       00:08:29 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     427 |       33720 |       00:08:29 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     428 |       33750 |       00:08:29 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     428 |       33780 |       00:08:30 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     428 |       33810 |       00:08:30 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     429 |       33840 |       00:08:31 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     429 |       33870 |       00:08:31 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     430 |       33900 |       00:08:32 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     430 |       33930 |       00:08:32 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     430 |       33960 |       00:08:33 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     431 |       33990 |       00:08:33 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     431 |       34020 |       00:08:33 |         0.06 |         0.06 |       0.0017 |       0.0017 |          0.0025 |
|     432 |       34050 |       00:08:34 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     432 |       34080 |       00:08:34 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     432 |       34110 |       00:08:35 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     433 |       34140 |       00:08:35 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     433 |       34170 |       00:08:36 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     433 |       34200 |       00:08:36 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     434 |       34230 |       00:08:37 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     434 |       34260 |       00:08:37 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     435 |       34290 |       00:08:38 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     435 |       34320 |       00:08:38 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     435 |       34350 |       00:08:39 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     436 |       34380 |       00:08:40 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     436 |       34410 |       00:08:40 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     436 |       34440 |       00:08:41 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     437 |       34470 |       00:08:41 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     437 |       34500 |       00:08:42 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     438 |       34530 |       00:08:42 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     438 |       34560 |       00:08:43 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     438 |       34590 |       00:08:43 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     439 |       34620 |       00:08:43 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     439 |       34650 |       00:08:44 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     439 |       34680 |       00:08:44 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     440 |       34710 |       00:08:45 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     440 |       34740 |       00:08:45 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     441 |       34770 |       00:08:45 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     441 |       34800 |       00:08:46 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     441 |       34830 |       00:08:46 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     442 |       34860 |       00:08:47 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     442 |       34890 |       00:08:47 |         0.06 |         0.06 |       0.0020 |       0.0016 |          0.0025 |
|     443 |       34920 |       00:08:48 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     443 |       34950 |       00:08:48 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     443 |       34980 |       00:08:48 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     444 |       35010 |       00:08:49 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     444 |       35040 |       00:08:49 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     444 |       35070 |       00:08:50 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     445 |       35100 |       00:08:50 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     445 |       35130 |       00:08:51 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     446 |       35160 |       00:08:51 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     446 |       35190 |       00:08:51 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     446 |       35220 |       00:08:52 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     447 |       35250 |       00:08:52 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     447 |       35280 |       00:08:53 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     447 |       35310 |       00:08:53 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     448 |       35340 |       00:08:54 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     448 |       35370 |       00:08:54 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     449 |       35400 |       00:08:54 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     449 |       35430 |       00:08:55 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     449 |       35460 |       00:08:55 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     450 |       35490 |       00:08:56 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     450 |       35520 |       00:08:56 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     450 |       35550 |       00:08:57 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     451 |       35580 |       00:08:57 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     451 |       35610 |       00:08:57 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     452 |       35640 |       00:08:58 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     452 |       35670 |       00:08:58 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     452 |       35700 |       00:08:59 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     453 |       35730 |       00:08:59 |         0.06 |         0.06 |       0.0018 |       0.0017 |          0.0025 |
|     453 |       35760 |       00:09:00 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     454 |       35790 |       00:09:00 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     454 |       35820 |       00:09:00 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     454 |       35850 |       00:09:01 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     455 |       35880 |       00:09:01 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     455 |       35910 |       00:09:02 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     455 |       35940 |       00:09:02 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     456 |       35970 |       00:09:03 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     456 |       36000 |       00:09:03 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     457 |       36030 |       00:09:04 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     457 |       36060 |       00:09:04 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     457 |       36090 |       00:09:04 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     458 |       36120 |       00:09:05 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     458 |       36150 |       00:09:05 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     458 |       36180 |       00:09:06 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     459 |       36210 |       00:09:06 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     459 |       36240 |       00:09:07 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     460 |       36270 |       00:09:07 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     460 |       36300 |       00:09:08 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     460 |       36330 |       00:09:08 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     461 |       36360 |       00:09:09 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     461 |       36390 |       00:09:09 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     462 |       36420 |       00:09:10 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     462 |       36450 |       00:09:10 |         0.06 |         0.06 |       0.0020 |       0.0016 |          0.0025 |
|     462 |       36480 |       00:09:11 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     463 |       36510 |       00:09:11 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     463 |       36540 |       00:09:11 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     463 |       36570 |       00:09:12 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     464 |       36600 |       00:09:12 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     464 |       36630 |       00:09:13 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     465 |       36660 |       00:09:13 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     465 |       36690 |       00:09:14 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     465 |       36720 |       00:09:14 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     466 |       36750 |       00:09:15 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     466 |       36780 |       00:09:15 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     466 |       36810 |       00:09:16 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     467 |       36840 |       00:09:16 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     467 |       36870 |       00:09:17 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     468 |       36900 |       00:09:17 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     468 |       36930 |       00:09:18 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     468 |       36960 |       00:09:18 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     469 |       36990 |       00:09:18 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     469 |       37020 |       00:09:19 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     469 |       37050 |       00:09:19 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     470 |       37080 |       00:09:20 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     470 |       37110 |       00:09:20 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     471 |       37140 |       00:09:20 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     471 |       37170 |       00:09:21 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     471 |       37200 |       00:09:21 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     472 |       37230 |       00:09:22 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     472 |       37260 |       00:09:22 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     473 |       37290 |       00:09:23 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     473 |       37320 |       00:09:23 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     473 |       37350 |       00:09:23 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     474 |       37380 |       00:09:24 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     474 |       37410 |       00:09:24 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     474 |       37440 |       00:09:25 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     475 |       37470 |       00:09:25 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     475 |       37500 |       00:09:26 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     476 |       37530 |       00:09:26 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     476 |       37560 |       00:09:27 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     476 |       37590 |       00:09:27 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     477 |       37620 |       00:09:27 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     477 |       37650 |       00:09:28 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     477 |       37680 |       00:09:28 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     478 |       37710 |       00:09:29 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     478 |       37740 |       00:09:29 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     479 |       37770 |       00:09:29 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     479 |       37800 |       00:09:30 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     479 |       37830 |       00:09:30 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     480 |       37860 |       00:09:31 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     480 |       37890 |       00:09:31 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     480 |       37920 |       00:09:32 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     481 |       37950 |       00:09:32 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     481 |       37980 |       00:09:32 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     482 |       38010 |       00:09:33 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     482 |       38040 |       00:09:33 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     482 |       38070 |       00:09:34 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     483 |       38100 |       00:09:34 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     483 |       38130 |       00:09:35 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     484 |       38160 |       00:09:35 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     484 |       38190 |       00:09:35 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     484 |       38220 |       00:09:36 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     485 |       38250 |       00:09:36 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     485 |       38280 |       00:09:37 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     485 |       38310 |       00:09:37 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     486 |       38340 |       00:09:38 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     486 |       38370 |       00:09:38 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     487 |       38400 |       00:09:39 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     487 |       38430 |       00:09:39 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     487 |       38460 |       00:09:40 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     488 |       38490 |       00:09:40 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     488 |       38520 |       00:09:40 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     488 |       38550 |       00:09:41 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     489 |       38580 |       00:09:41 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     489 |       38610 |       00:09:42 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     490 |       38640 |       00:09:42 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     490 |       38670 |       00:09:43 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     490 |       38700 |       00:09:43 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     491 |       38730 |       00:09:43 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     491 |       38760 |       00:09:44 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     492 |       38790 |       00:09:44 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     492 |       38820 |       00:09:45 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     492 |       38850 |       00:09:45 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     493 |       38880 |       00:09:46 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     493 |       38910 |       00:09:46 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     493 |       38940 |       00:09:46 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     494 |       38970 |       00:09:47 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     494 |       39000 |       00:09:47 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     495 |       39030 |       00:09:48 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     495 |       39060 |       00:09:48 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     495 |       39090 |       00:09:48 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     496 |       39120 |       00:09:49 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     496 |       39150 |       00:09:49 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     496 |       39180 |       00:09:50 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     497 |       39210 |       00:09:50 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     497 |       39240 |       00:09:51 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     498 |       39270 |       00:09:51 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     498 |       39300 |       00:09:51 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     498 |       39330 |       00:09:52 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     499 |       39360 |       00:09:52 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     499 |       39390 |       00:09:53 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     499 |       39420 |       00:09:53 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     500 |       39450 |       00:09:54 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     500 |       39480 |       00:09:54 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     501 |       39510 |       00:09:55 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     501 |       39540 |       00:09:55 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     501 |       39570 |       00:09:55 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     502 |       39600 |       00:09:56 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     502 |       39630 |       00:09:56 |         0.06 |         0.06 |       0.0019 |       0.0016 |          0.0025 |
|     503 |       39660 |       00:09:57 |         0.06 |         0.06 |       0.0021 |       0.0016 |          0.0025 |
|     503 |       39690 |       00:09:57 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     503 |       39720 |       00:09:58 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     504 |       39750 |       00:09:58 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     504 |       39780 |       00:09:58 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     504 |       39810 |       00:09:59 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     505 |       39840 |       00:09:59 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     505 |       39870 |       00:10:00 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     506 |       39900 |       00:10:00 |         0.05 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     506 |       39930 |       00:10:01 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     506 |       39960 |       00:10:01 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     507 |       39990 |       00:10:01 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     507 |       40020 |       00:10:02 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     507 |       40050 |       00:10:02 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     508 |       40080 |       00:10:03 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     508 |       40110 |       00:10:03 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     509 |       40140 |       00:10:03 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     509 |       40170 |       00:10:04 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     509 |       40200 |       00:10:04 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     510 |       40230 |       00:10:05 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     510 |       40260 |       00:10:05 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     510 |       40290 |       00:10:06 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     511 |       40320 |       00:10:06 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     511 |       40350 |       00:10:06 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     512 |       40380 |       00:10:07 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     512 |       40410 |       00:10:07 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     512 |       40440 |       00:10:08 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     513 |       40470 |       00:10:08 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     513 |       40500 |       00:10:09 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     514 |       40530 |       00:10:09 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     514 |       40560 |       00:10:09 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     514 |       40590 |       00:10:10 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     515 |       40620 |       00:10:10 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     515 |       40650 |       00:10:11 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     515 |       40680 |       00:10:11 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
|     516 |       40710 |       00:10:12 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     516 |       40740 |       00:10:12 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     517 |       40770 |       00:10:12 |         0.05 |         0.06 |       0.0013 |       0.0016 |          0.0025 |
|     517 |       40800 |       00:10:13 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     517 |       40830 |       00:10:13 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     518 |       40860 |       00:10:14 |         0.06 |         0.06 |       0.0018 |       0.0016 |          0.0025 |
|     518 |       40890 |       00:10:14 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     518 |       40920 |       00:10:15 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     519 |       40950 |       00:10:15 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     519 |       40980 |       00:10:15 |         0.06 |         0.06 |       0.0015 |       0.0016 |          0.0025 |
|     520 |       41010 |       00:10:16 |         0.06 |         0.06 |       0.0017 |       0.0016 |          0.0025 |
|     520 |       41040 |       00:10:16 |         0.06 |         0.06 |       0.0016 |       0.0016 |          0.0025 |
|     520 |       41070 |       00:10:17 |         0.05 |         0.06 |       0.0014 |       0.0016 |          0.0025 |
