========================================
FPGA-FRIENDLY NETWORK (256-128-64)
Enhanced with lagged features & time index
========================================

Input features: 21 (lag=20 + time index)
Samples after lagging: 116381
Data split: Train=81466, Val=17457, Test=17458

Training Configuration:
  Optimizer: SGDM (momentum 0.9)
  Max epochs: 800
  L2 regularization: 0.0001

=== Starting Training ===
Training on single CPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     197 |       15510 |       00:03:59 |         0.06 |         0.06 |       0.0016 |       0.0020 |          0.0100 |
|     197 |       15540 |       00:04:00 |         0.06 |         0.06 |       0.0018 |       0.0020 |          0.0100 |
|     198 |       15570 |       00:04:00 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0100 |
|     198 |       15600 |       00:04:01 |         0.07 |         0.06 |       0.0024 |       0.0019 |          0.0100 |
|     198 |       15630 |       00:04:01 |         0.06 |         0.06 |       0.0017 |       0.0020 |          0.0100 |
|     199 |       15660 |       00:04:01 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0100 |
|     199 |       15690 |       00:04:02 |         0.06 |         0.06 |       0.0020 |       0.0020 |          0.0100 |
|     199 |       15720 |       00:04:02 |         0.06 |         0.06 |       0.0021 |       0.0020 |          0.0100 |
|     200 |       15750 |       00:04:03 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0100 |
|     200 |       15780 |       00:04:03 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0100 |
|     201 |       15810 |       00:04:03 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     201 |       15840 |       00:04:04 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     201 |       15870 |       00:04:04 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     202 |       15900 |       00:04:05 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     202 |       15930 |       00:04:05 |         0.07 |         0.06 |       0.0024 |       0.0019 |          0.0050 |
|     203 |       15960 |       00:04:06 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     203 |       15990 |       00:04:06 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     203 |       16020 |       00:04:07 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     204 |       16050 |       00:04:07 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     204 |       16080 |       00:04:07 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     204 |       16110 |       00:04:08 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     205 |       16140 |       00:04:08 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     205 |       16170 |       00:04:09 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     206 |       16200 |       00:04:09 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     206 |       16230 |       00:04:10 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     206 |       16260 |       00:04:10 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     207 |       16290 |       00:04:11 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     207 |       16320 |       00:04:11 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     207 |       16350 |       00:04:11 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     208 |       16380 |       00:04:12 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     208 |       16410 |       00:04:12 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     209 |       16440 |       00:04:13 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     209 |       16470 |       00:04:13 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     209 |       16500 |       00:04:14 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     210 |       16530 |       00:04:14 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     210 |       16560 |       00:04:14 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     210 |       16590 |       00:04:15 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     211 |       16620 |       00:04:15 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     211 |       16650 |       00:04:16 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     212 |       16680 |       00:04:16 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     212 |       16710 |       00:04:16 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     212 |       16740 |       00:04:17 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     213 |       16770 |       00:04:17 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     213 |       16800 |       00:04:18 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     214 |       16830 |       00:04:18 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     214 |       16860 |       00:04:19 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     214 |       16890 |       00:04:19 |         0.07 |         0.06 |       0.0022 |       0.0019 |          0.0050 |
|     215 |       16920 |       00:04:19 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     215 |       16950 |       00:04:20 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     215 |       16980 |       00:04:20 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     216 |       17010 |       00:04:21 |         0.07 |         0.06 |       0.0023 |       0.0019 |          0.0050 |
|     216 |       17040 |       00:04:21 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     217 |       17070 |       00:04:22 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     217 |       17100 |       00:04:22 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     217 |       17130 |       00:04:22 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     218 |       17160 |       00:04:23 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     218 |       17190 |       00:04:23 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     218 |       17220 |       00:04:24 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     219 |       17250 |       00:04:24 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     219 |       17280 |       00:04:25 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     220 |       17310 |       00:04:25 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     220 |       17340 |       00:04:25 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     220 |       17370 |       00:04:26 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     221 |       17400 |       00:04:26 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     221 |       17430 |       00:04:27 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     222 |       17460 |       00:04:27 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     222 |       17490 |       00:04:28 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     222 |       17520 |       00:04:28 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     223 |       17550 |       00:04:28 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     223 |       17580 |       00:04:29 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     223 |       17610 |       00:04:29 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     224 |       17640 |       00:04:30 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     224 |       17670 |       00:04:30 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     225 |       17700 |       00:04:31 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     225 |       17730 |       00:04:31 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     225 |       17760 |       00:04:31 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     226 |       17790 |       00:04:32 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     226 |       17820 |       00:04:32 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     226 |       17850 |       00:04:33 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     227 |       17880 |       00:04:33 |         0.07 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     227 |       17910 |       00:04:33 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     228 |       17940 |       00:04:34 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     228 |       17970 |       00:04:34 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     228 |       18000 |       00:04:35 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     229 |       18030 |       00:04:35 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     229 |       18060 |       00:04:36 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     229 |       18090 |       00:04:36 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     230 |       18120 |       00:04:36 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     230 |       18150 |       00:04:37 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     231 |       18180 |       00:04:37 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     231 |       18210 |       00:04:38 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     231 |       18240 |       00:04:38 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     232 |       18270 |       00:04:39 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     232 |       18300 |       00:04:39 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     233 |       18330 |       00:04:39 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     233 |       18360 |       00:04:40 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     233 |       18390 |       00:04:40 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     234 |       18420 |       00:04:41 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     234 |       18450 |       00:04:41 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     234 |       18480 |       00:04:42 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     235 |       18510 |       00:04:42 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     235 |       18540 |       00:04:42 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     236 |       18570 |       00:04:43 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     236 |       18600 |       00:04:43 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     236 |       18630 |       00:04:44 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     237 |       18660 |       00:04:44 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     237 |       18690 |       00:04:45 |         0.07 |         0.06 |       0.0022 |       0.0019 |          0.0050 |
|     237 |       18720 |       00:04:45 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     238 |       18750 |       00:04:45 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     238 |       18780 |       00:04:46 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     239 |       18810 |       00:04:46 |         0.06 |         0.06 |       0.0015 |       0.0019 |          0.0050 |
|     239 |       18840 |       00:04:47 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     239 |       18870 |       00:04:47 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     240 |       18900 |       00:04:48 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     240 |       18930 |       00:04:48 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     240 |       18960 |       00:04:48 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     241 |       18990 |       00:04:49 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     241 |       19020 |       00:04:49 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     242 |       19050 |       00:04:50 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     242 |       19080 |       00:04:50 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     242 |       19110 |       00:04:51 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     243 |       19140 |       00:04:51 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     243 |       19170 |       00:04:51 |         0.07 |         0.06 |       0.0022 |       0.0019 |          0.0050 |
|     244 |       19200 |       00:04:52 |         0.06 |         0.06 |       0.0015 |       0.0019 |          0.0050 |
|     244 |       19230 |       00:04:52 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     244 |       19260 |       00:04:53 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     245 |       19290 |       00:04:53 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     245 |       19320 |       00:04:54 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     245 |       19350 |       00:04:54 |         0.05 |         0.06 |       0.0014 |       0.0019 |          0.0050 |
|     246 |       19380 |       00:04:55 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     246 |       19410 |       00:04:55 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     247 |       19440 |       00:04:56 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     247 |       19470 |       00:04:56 |         0.06 |         0.06 |       0.0015 |       0.0019 |          0.0050 |
|     247 |       19500 |       00:04:57 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     248 |       19530 |       00:04:57 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     248 |       19560 |       00:04:58 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     248 |       19590 |       00:04:58 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     249 |       19620 |       00:04:59 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     249 |       19650 |       00:05:00 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     250 |       19680 |       00:05:00 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     250 |       19710 |       00:05:01 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     250 |       19740 |       00:05:01 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     251 |       19770 |       00:05:02 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     251 |       19800 |       00:05:03 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     252 |       19830 |       00:05:03 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     252 |       19860 |       00:05:04 |         0.06 |         0.06 |       0.0020 |       0.0019 |          0.0050 |
|     252 |       19890 |       00:05:04 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     253 |       19920 |       00:05:04 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     253 |       19950 |       00:05:05 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     253 |       19980 |       00:05:05 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     254 |       20010 |       00:05:06 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     254 |       20040 |       00:05:06 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     255 |       20070 |       00:05:07 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     255 |       20100 |       00:05:07 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     255 |       20130 |       00:05:08 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     256 |       20160 |       00:05:08 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     256 |       20190 |       00:05:09 |         0.06 |         0.06 |       0.0017 |       0.0019 |          0.0050 |
|     256 |       20220 |       00:05:09 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     257 |       20250 |       00:05:10 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     257 |       20280 |       00:05:10 |         0.06 |         0.06 |       0.0021 |       0.0019 |          0.0050 |
|     258 |       20310 |       00:05:11 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     258 |       20340 |       00:05:11 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     258 |       20370 |       00:05:11 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     259 |       20400 |       00:05:12 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     259 |       20430 |       00:05:12 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     259 |       20460 |       00:05:13 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     260 |       20490 |       00:05:13 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     260 |       20520 |       00:05:14 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     261 |       20550 |       00:05:14 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     261 |       20580 |       00:05:14 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     261 |       20610 |       00:05:15 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     262 |       20640 |       00:05:15 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     262 |       20670 |       00:05:16 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     263 |       20700 |       00:05:16 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     263 |       20730 |       00:05:17 |         0.06 |         0.06 |       0.0018 |       0.0019 |          0.0050 |
|     263 |       20760 |       00:05:17 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     264 |       20790 |       00:05:17 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     264 |       20820 |       00:05:18 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     264 |       20850 |       00:05:18 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     265 |       20880 |       00:05:19 |         0.07 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     265 |       20910 |       00:05:19 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     266 |       20940 |       00:05:20 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     266 |       20970 |       00:05:20 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     266 |       21000 |       00:05:21 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     267 |       21030 |       00:05:21 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     267 |       21060 |       00:05:22 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     267 |       21090 |       00:05:22 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     268 |       21120 |       00:05:22 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     268 |       21150 |       00:05:23 |         0.06 |         0.06 |       0.0019 |       0.0019 |          0.0050 |
|     269 |       21180 |       00:05:23 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     269 |       21210 |       00:05:24 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     269 |       21240 |       00:05:24 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     270 |       21270 |       00:05:24 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     270 |       21300 |       00:05:25 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     270 |       21330 |       00:05:25 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     271 |       21360 |       00:05:26 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     271 |       21390 |       00:05:26 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     272 |       21420 |       00:05:27 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     272 |       21450 |       00:05:27 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     272 |       21480 |       00:05:28 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     273 |       21510 |       00:05:28 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     273 |       21540 |       00:05:28 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     274 |       21570 |       00:05:29 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     274 |       21600 |       00:05:29 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     274 |       21630 |       00:05:30 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     275 |       21660 |       00:05:30 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     275 |       21690 |       00:05:31 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     275 |       21720 |       00:05:31 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     276 |       21750 |       00:05:32 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     276 |       21780 |       00:05:32 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     277 |       21810 |       00:05:33 |         0.06 |         0.06 |       0.0015 |       0.0018 |          0.0050 |
|     277 |       21840 |       00:05:33 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     277 |       21870 |       00:05:34 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     278 |       21900 |       00:05:34 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     278 |       21930 |       00:05:35 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     278 |       21960 |       00:05:35 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     279 |       21990 |       00:05:35 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     279 |       22020 |       00:05:36 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     280 |       22050 |       00:05:36 |         0.06 |         0.06 |       0.0016 |       0.0019 |          0.0050 |
|     280 |       22080 |       00:05:37 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     280 |       22110 |       00:05:37 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     281 |       22140 |       00:05:38 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     281 |       22170 |       00:05:38 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     282 |       22200 |       00:05:38 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     282 |       22230 |       00:05:39 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     282 |       22260 |       00:05:39 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     283 |       22290 |       00:05:40 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     283 |       22320 |       00:05:40 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     283 |       22350 |       00:05:41 |         0.06 |         0.06 |       0.0020 |       0.0018 |          0.0050 |
|     284 |       22380 |       00:05:41 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     284 |       22410 |       00:05:42 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     285 |       22440 |       00:05:42 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     285 |       22470 |       00:05:42 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     285 |       22500 |       00:05:43 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     286 |       22530 |       00:05:43 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     286 |       22560 |       00:05:44 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     286 |       22590 |       00:05:44 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     287 |       22620 |       00:05:45 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     287 |       22650 |       00:05:45 |         0.07 |         0.06 |       0.0022 |       0.0018 |          0.0050 |
|     288 |       22680 |       00:05:45 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     288 |       22710 |       00:05:46 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     288 |       22740 |       00:05:46 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     289 |       22770 |       00:05:47 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     289 |       22800 |       00:05:47 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     289 |       22830 |       00:05:48 |         0.06 |         0.06 |       0.0021 |       0.0018 |          0.0050 |
|     290 |       22860 |       00:05:48 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     290 |       22890 |       00:05:48 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     291 |       22920 |       00:05:49 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     291 |       22950 |       00:05:49 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     291 |       22980 |       00:05:50 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     292 |       23010 |       00:05:50 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     292 |       23040 |       00:05:51 |         0.06 |         0.06 |       0.0016 |       0.0018 |          0.0050 |
|     293 |       23070 |       00:05:51 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     293 |       23100 |       00:05:52 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     293 |       23130 |       00:05:52 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     294 |       23160 |       00:05:53 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     294 |       23190 |       00:05:53 |         0.06 |         0.06 |       0.0015 |       0.0018 |          0.0050 |
|     294 |       23220 |       00:05:53 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     295 |       23250 |       00:05:54 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     295 |       23280 |       00:05:54 |         0.06 |         0.06 |       0.0018 |       0.0018 |          0.0050 |
|     296 |       23310 |       00:05:55 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
|     296 |       23340 |       00:05:55 |         0.06 |         0.06 |       0.0019 |       0.0018 |          0.0050 |
|     296 |       23370 |       00:05:56 |         0.06 |         0.06 |       0.0017 |       0.0018 |          0.0050 |
